hangul,hanja
항,炕
항,肛
항,姮
항,嫦
항,亢
항,頏
항,桁
항,缿
항,降
해,孩
해,海
해,該
해,解
해,害
해,蟹
해,咳
해,楷
해,祄
해,欬
해,薤
해,鮭
해,偕
해,頦
해,奚
해,獬
해,廨
해,駭
해,懈
해,亥
해,邂
해,垓
해,瀣
해,痎
해,咍
해,晐
해,骸
해,澥
해,瑎
해,諧
해,醢
해,嶰
핵,核
핵,覈
핵,翮
핵,劾
행,行
행,幸
행,倖
행,涬
행,悻
행,杏
행,荇
향,向
향,香
향,享
향,響
향,嚮
향,饗
향,鄕
향,晑
향,麘
향,薌
향,珦
향,餉
허,許
허,虛
허,噓
허,墟
허,歔
헌,獻
헌,軒
헌,憲
헌,昍
헌,幰
헌,櫶
헌,䡣
헌,巚
헌,攇
헌,㦥
헐,歇
험,驗
험,險
험,獫
험,嶮
험,玁
혁,嚇
혁,革
혁,侐
혁,弈
혁,𧹽
혁,奕
혁,爀
혁,赫
혁,鬩
혁,洫
혁,焃
혁,焱
현,現
현,見
현,顯
현,賢
현,弦
현,縣
현,玄
현,懸
현,誢
현,絃
현,嬛
현,見
현,昡
현,灦
현,舷
현,翾
현,晛
현,炫
현,娊
현,蜆
현,怰
현,琄
현,泫
현,峴
현,睍
현,駽
현,俔
현,絢
현,䧋
현,顕
현,呟
현,譞
현,鋗
현,県
현,眩
현,儇
현,繯
현,衒
현,痃
현,妶
현,㢺
현,玹
현,㭹
현,鉉
혈,血
혈,頁
혈,穴
혈,趐
혈,孑
혈,絜
혐,嫌
협,叶
협,協
협,俠
협,夾
협,狹
협,脅
협,挾
협,篋
협,鋏
협,峽
협,頰
협,莢
협,匧
협,埉
협,恊
협,浹
협,脇
협,愜
협,悏
협,冾
형,兄
형,形
형,型
형,螢
형,衡
형,亨
형,刑
형,灐
형,瑩
형,娙
형,迥
형,詗
형,荊
형,逈
형,馨
형,泂
형,邢
형,珩
형,夐
형,炯
형,陘
형,滎
형,侀
형,瀅
형,鎣
형,熒
혜,慧
혜,鞋
혜,兮
혜,惠
혜,憓
혜,匸
혜,蕙
혜,謑
혜,彗
혜,盻
혜,暳
혜,槥
혜,䚷
혜,恵
혜,蹊
혜,徯
혜,寭
혜,醯
혜,譿
혜,嘒
혜,傒
혜,鏸
혜,譓
호,好
호,乎
호,號
호,号
호,呼
호,湖
호,護
호,虎
호,互
호,狐
호,浩
호,毫
호,糊
호,豪
호,戶
호,胡
호,蝴
호,弧
호,壺
호,芐
호,芦
호,岵
호,滸
호,晧
호,猢
호,嫭
호,蒿
호,鄗
호,熩
호,儫
호,瓠
호,滬
호,犒
호,瓳
호,濩
호,箎
호,嫮
호,蔰
호,滈
호,祜
호,縞
호,澔
호,鎬
호,嘷
호,瑚
호,頀
호,淏
호,冱
호,琥
호,濠
호,顥
호,醐
호,壕
호,昊
호,皞
호,葫
호,皜
호,皓
호,怙
호,婋
호,沍
호,灝
호,鬍
호,聕
호,餬
호,扈
혹,或
혹,惑
혹,酷
혹,熇
혼,婚
혼,昏
혼,混
혼,魂
혼,焜
혼,俒
혼,圂
혼,惛
혼,䫟
혼,溷
혼,渾
혼,閽
혼,琿
혼,湣
홀,忽
홀,惚
홀,笏
홀,囫
홍,紅
홍,洪
홍,弘
홍,鴻
홍,哄
홍,虹
홍,烘
홍,訌
홍,泓
홍,篊
홍,鉷
홍,晎
홍,汞
홍,澒
홍,鬨
화,和
화,話
화,花
화,畫
화,化
화,華
화,火
화,貨
화,禍
화,禾
화,畵
화,嬅
화,譁
화,龢
화,婲
화,驊
화,俰
화,嘩
화,樺
화,澕
화,靴
화,擭
확,確
확,擴
확,穫
확,矡
확,礭
확,廓
확,矍
확,鑊
확,碻
확,攫
확,廓
환,還
환,換
환,歡
환,環
환,丸
환,幻
환,喚
환,患
환,鍰
환,轘
환,豢
환,晥
환,皖
환,鐶
환,桓
환,渙
환,洹
환,紈
환,瓛
환,寰
환,煥
환,奐
환,擐
환,絙
환,懽
환,鬟
환,圜
환,驩
환,宦
환,睆
환,鰥
활,活
활,闊
활,滑
활,猾
활,濶
활,蛞
활,豁
황,黃
황,凰
황,況
황,皇
황,荒
황,慌
황,惶
황,滉
황,晃
황,怳
황,瑝
황,湟
황,煌
황,璜
황,潢
황,楻
황,隍
황,鎤
황,貺
황,蝗
황,愰
황,榥
황,熀
황,徨
황,堭
황,恍
황,肓
황,喤
황,幌
황,媓
황,簧
황,篁
황,晄
황,遑
회,会
회,會
회,回
회,懷
회,恢
회,灰
회,悔
회,迴
회,繪
회,佪
회,誨
회,徊
회,詼
회,頮
회,洄
회,獪
회,蛔
회,茴
회,澮
회,賄
회,膾
회,栃
회,晦
회,鱠
회,淮
회,匯
회,滙
회,盔
회,檜
회,絵
회,廻
획,画
획,劃
획,獲
획,嚄
횡,橫
횡,黌
횡,澋
횡,鈜
횡,鐄
횡,宖
효,效
효,孝
효,曉
효,斅
효,庨
효,傚
효,虓
효,爻
효,淆
효,歊
효,涍
효,嚆
효,餚
효,肴
효,驍
효,皛
효,洨
효,崤
효,殽
효,哮
효,梟
효,婋
효,窙
효,囂
효,熇
효,謼
효,酵
효,効
효,烋
후,後
후,候
후,厚
후,后
후,侯
후,喉
후,嗅
후,猴
후,吼
후,帿
후,煦
후,餱
후,姁
후,篌
후,詡
후,堠
후,垕
후,譃
후,逅
후,吽
후,酗
후,芋
후,涸
후,喣
후,朽
후,㰭
후,珝
훈,訓
훈,暈
훈,勳
훈,壎
훈,勲
훈,燻
훈,塤
훈,爋
훈,鑂
훈,纁
훈,𤋱
훈,熏
훈,勛
훈,曛
훈,煇
훈,獯
훈,焄
훈,葷
훈,薫
훈,𬟓
훈,薰
훌,欻
훙,薨
훤,喧
훤,煊
훤,暄
훤,諠
훤,諼
훤,萱
훤,愃
훤,昍
훤,烜
훼,毀
훼,燬
훼,毁
훼,芔
훼,𠦄
훼,虺
훼,卉
훼,虫
훼,喙
휘,揮
휘,輝
휘,徽
휘,麾
휘,煒
휘,煇
휘,暉
휘,翬
휘,撝
휘,諱
휘,彙
휴,休
휴,虧
휴,隳
휴,畦
휴,咻
휴,庥
휴,烋
휴,携
휴,擕
휴,髹
휴,鵂
휼,恤
휼,鷸
휼,譎
휼,卹
흉,兇
흉,胸
흉,洶
흉,凶
흉,匈
흉,胷
흉,恟
흑,黑
흔,很
흔,欣
흔,痕
흔,掀
흔,訢
흔,釁
흔,昕
흔,惞
흔,忻
흔,焮
흔,炘
흘,吃
흘,屹
흘,訖
흘,迄
흘,疙
흘,齕
흘,仡
흘,汔
흘,紇
흠,欽
흠,欠
흠,廞
흠,歆
흠,鑫
흡,吸
흡,恰
흡,洽
흡,潝
흡,翖
흡,翕
흡,歙
흡,噏
흥,興
희,喜
희,希
희,嘻
희,戲
희,犧
희,嬉
희,稀
희,唏
희,煕
희,囍
희,戱
희,噫
희,姫
희,曦
희,姬
희,𡅕
희,暿
희,晞
희,禧
희,烯
희,憙
희,凞
희,譆
희,橲
희,熈
희,熙
희,僖
희,俙
희,熹
희,熺
희,羲
희,餼
희,憘
희,燹
희,欷
희,豨
희,㜯
희,咥
희,爔
희,悕
힐,襭
힐,黠
힐,犵
힐,頡
힐,詰
힐,纈
